Source_Object_Type,Source_Object,Azure_PostgreSQL_Object_Type,Azure_PostgreSQL_Object,Status,Action_Required,Error_Message
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_018.batch_ref,FUNCTION,contoso.pkg_gen_ifc_out_018$batch_ref(),Converted,no,
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_018.import_batch,FUNCTION,contoso.pkg_gen_ifc_out_018$import_batch(),Converted,yes,
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_018.pending_count,FUNCTION,contoso.pkg_gen_ifc_out_018$pending_count(),Converted,yes,
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_018.quarantine,FUNCTION,contoso.pkg_gen_ifc_out_018$quarantine(),Converted,yes,
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_018.reconcile,FUNCTION,contoso.pkg_gen_ifc_out_018$reconcile(),Converted,yes,
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_018.resolve_key,FUNCTION,contoso.pkg_gen_ifc_out_018$resolve_key(p_key varchar),Converted,no,
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_018.resolve_key,FUNCTION,contoso.pkg_gen_ifc_out_018$resolve_key(p_key numeric),Converted,no,
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_018.resolve_key,FUNCTION,contoso.pkg_gen_ifc_out_018$resolve_key(p_key timestamp),Converted,no,
PACKAGE_BODY,CONTOSO.PKG_GEN_IFC_OUT_020,PACKAGE_BODY,contoso.pkg_gen_ifc_out_020,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_020.__state__,DOMAIN,contoso.if,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_020.__state__,DOMAIN,contoso.pkg_gen_ifc_out_020$t_row_tab,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_020.__state__,FUNCTION,contoso.pkg_gen_ifc_out_020$e_batch_rejected(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_020.__state__,FUNCTION,contoso.pkg_gen_ifc_out_020$e_transport_down(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_020.__state__,FUNCTION,contoso.pkg_gen_ifc_out_020$g_batch_limit(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_020.__state__,FUNCTION,contoso.pkg_gen_ifc_out_020$g_direction(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_020.__state__,FUNCTION,contoso.pkg_gen_ifc_out_020$g_entity(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_020.__state__,FUNCTION,contoso.pkg_gen_ifc_out_020$g_run_id_get(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_020.__state__,FUNCTION,contoso.pkg_gen_ifc_out_020$g_run_id_set(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_020.__state__,FUNCTION,contoso.pkg_gen_ifc_out_020$g_system_code(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_020.__state__,FUNCTION,contoso.pkg_gen_ifc_out_020$g_transport(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_020.__state__,TYPE,contoso.pkg_gen_ifc_out_020$t_row,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_020.batch_ref,FUNCTION,contoso.pkg_gen_ifc_out_020$batch_ref(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_020.import_batch,FUNCTION,contoso.pkg_gen_ifc_out_020$import_batch(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_020.pending_count,FUNCTION,contoso.pkg_gen_ifc_out_020$pending_count(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_020.quarantine,FUNCTION,contoso.pkg_gen_ifc_out_020$quarantine(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_020.reconcile,FUNCTION,contoso.pkg_gen_ifc_out_020$reconcile(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_BODY,CONTOSO.PKG_GEN_IFC_OUT_022,PACKAGE_BODY,contoso.pkg_gen_ifc_out_022,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_022.__state__,DOMAIN,contoso.pkg_gen_ifc_out_022$t_row_tab,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_022.__state__,FUNCTION,contoso.pkg_gen_ifc_out_022$e_batch_rejected(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_022.__state__,FUNCTION,contoso.pkg_gen_ifc_out_022$e_transport_down(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_022.__state__,FUNCTION,contoso.pkg_gen_ifc_out_022$g_batch_limit(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_022.__state__,FUNCTION,contoso.pkg_gen_ifc_out_022$g_direction(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_022.__state__,FUNCTION,contoso.pkg_gen_ifc_out_022$g_entity(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_022.__state__,FUNCTION,contoso.pkg_gen_ifc_out_022$g_run_id_clear(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_022.__state__,FUNCTION,contoso.pkg_gen_ifc_out_022$g_run_id_get(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_022.__state__,FUNCTION,contoso.pkg_gen_ifc_out_022$g_run_id_set(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_022.__state__,FUNCTION,contoso.pkg_gen_ifc_out_022$g_system_code(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_022.__state__,FUNCTION,contoso.pkg_gen_ifc_out_022$g_transport(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_022.__state__,TYPE,contoso.pkg_gen_ifc_out_022$t_row,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_022.batch_ref,FUNCTION,contoso.pkg_gen_ifc_out_022$batch_ref(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_022.import_batch,FUNCTION,contoso.pkg_gen_ifc_out_022$import_batch(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_022.open_feed,FUNCTION,contoso.pkg_gen_ifc_out_022$open_feed(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_022.pending_count,FUNCTION,contoso.pkg_gen_ifc_out_022$pending_count(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
